2:00-2:30 pm,Role of Individual Activity in Rumor Spreading on Social Networks,"Yichao Zhang, Minmin Xiong, Yanwei Xu, Jihong Guan and Shuigeng Zhou"
2:30-3:00 pm,Eyes in the Sky: A Free of Charge Infrastructure-less Mobile Ad-hoc Cloud,"Boshra Kandil, Mohamed Azab, Yamen Emad, Mohamed Sherif, Farida Menisy, Yara Khaled, Sherine Sameh and Mayar Salah"
