Session 3,Tools for Autonomic Management,"Chair: Jerry Perez, Texas Tech University, USA"
10:30-11:00 am,Autonomic and Integrated Management for Proactive Cyber Security (AIM-PSC),Fabian De La Pena Montero and Salim Hariri
11:00-11:30 am,Validation of Redfish – The Scalable Platform Management Standard,"Priyanka Kumari, Fatima Saleem, Alan Sill and Yong Chen"
11:30am-12 noon,Demo: Data Center Simulation and Testing with Redfish,Ali Nosrati
